epoch,kl_loss,loss,reconstruction_loss,val_kl_loss,val_loss,val_reconstruction_loss
0,20.5794217168,1333.17306757,1209.69653723,21.9981885699,1256.91495864,1124.92582676
1,21.8314106291,1241.01483346,1110.02636966,22.503074368,1231.18433445,1096.16588776
2,22.0162904597,1221.74860627,1089.6508637,22.4690913584,1216.17224611,1081.35769667
3,21.9979905574,1211.79626337,1079.80832022,23.4825454791,1210.40119986,1069.50592577
4,21.9761884097,1205.34067026,1073.48353979,22.4653386424,1204.20315426,1069.41112287
5,21.982312664,1201.087284,1069.19340794,22.4805170402,1199.84135937,1064.95825692
6,21.9773026745,1197.8467166,1065.98290057,21.8788838002,1195.18153524,1063.90823283
7,21.9673471541,1195.43154031,1063.62745749,21.4884046487,1194.02571376,1065.09528614
8,21.9275858416,1193.35188352,1061.78636854,21.4802325298,1191.10206727,1062.22067218
9,21.8614385324,1191.47635049,1060.30771921,22.1014131746,1191.0958267,1058.48734559
