epoch,kl_loss,loss,reconstruction_loss,val_kl_loss,val_loss,val_reconstruction_loss
0,0.342199275283,1478.83478556,1467.88440874,0.482837691331,1430.64041557,1415.18960865
1,0.79508613907,1406.39437993,1380.95162341,1.23179202094,1383.80158654,1344.38423902
2,1.53651231826,1369.35839884,1320.19000482,1.75858180262,1356.29004717,1300.01542932
3,1.91060032774,1347.4087787,1286.26956823,1.96209078533,1339.23716561,1276.45025678
4,2.05775698365,1337.13198068,1271.28375726,2.12378894538,1334.1962211,1266.23497621
5,2.12888794456,1331.36865946,1263.24424534,2.31432906436,1329.09572682,1255.03719522
6,2.18243239167,1327.23170465,1257.39386806,2.17837763403,1331.54158843,1261.83350468
7,2.23022012871,1322.9032918,1251.53624768,2.2267818326,1322.07419756,1250.81718141
8,2.31166601699,1319.85781511,1245.88450266,2.34445944147,1317.07090674,1242.04820491
9,2.36390865707,1316.51394996,1240.86887293,2.3083543968,1313.75590792,1239.88856878
