epoch,kl_loss,loss,reconstruction_loss,val_kl_loss,val_loss,val_reconstruction_loss
0,0.0945075243983,2828.65402659,2828.46501112,0.0212302073144,2820.88103018,2820.83857046
1,0.0158228288173,2820.63665209,2820.60500652,0.0118225858449,2820.11160702,2820.08796268
2,0.00858610146883,2820.12466622,2820.10749386,0.0103174292574,2819.82718283,2819.80654768
3,0.00589984486347,2819.87352715,2819.86172739,0.00757385719012,2819.66542362,2819.65027524
4,0.0051347726387,2819.77286028,2819.7625909,0.00606265073114,2819.56669707,2819.55457168
5,0.00424340860002,2819.68277919,2819.67429236,0.00491318335221,2819.51603388,2819.50620728
6,0.00389407339968,2819.64673631,2819.63894836,0.00450982380662,2819.49039142,2819.48137102
7,0.00343325759636,2819.60250736,2819.59564109,0.00353179709213,2819.46257723,2819.45551464
8,0.00326100056326,2819.58491819,2819.57839593,0.00345697799259,2819.44446614,2819.43755203
9,0.0029919796072,2819.55935019,2819.55336607,0.00294797299422,2819.42673803,2819.42084077
10,0.00288807879065,2819.54943637,2819.54366031,0.00279904079042,2819.41597919,2819.41038036
11,0.00271464936714,2819.53331203,2819.52788306,0.00260594825779,2819.40425567,2819.39904357
12,0.00264989389909,2819.52716521,2819.52186528,0.00255404887389,2819.39386556,2819.38875728
