epoch,kl_loss,loss,reconstruction_loss,val_kl_loss,val_loss,val_reconstruction_loss
0,0.379975037503,2831.36704919,2830.98707428,0.0419329076361,2821.3099682,2821.26803443
1,0.032949509253,2820.98646908,2820.95351967,0.0247194595056,2820.4274537,2820.40273397
2,0.0222562568706,2820.43187436,2820.4096179,0.0179447806808,2820.06048465,2820.04254033
3,0.0176019054842,2820.16936192,2820.15175966,0.0154004171116,2819.87004494,2819.85464463
4,0.0142956559482,2819.96042497,2819.9461294,0.0130305377443,2819.71712914,2819.70409886
5,0.0129041993394,2819.87706477,2819.86416032,0.011635174148,2819.64177235,2819.6301365
6,0.0114597550672,2819.78455179,2819.77309247,0.0105859920428,2819.58101213,2819.57042518
7,0.0107206200143,2819.74825191,2819.73753119,0.00988541816914,2819.54485992,2819.53497498
8,0.00985055185795,2819.69710664,2819.68725601,0.00947100172367,2819.52465464,2819.5151839
9,0.00942057574365,2819.67859533,2819.66917475,0.00902822561942,2819.50608918,2819.4970605
10,0.00892082764951,2819.64838468,2819.63946394,0.00853613524961,2819.4778587,2819.469322
11,0.00864417562362,2819.63700592,2819.6283619,0.00835031458367,2819.46773129,2819.45938091
12,0.00831354488252,2819.61786462,2819.60955112,0.00800742711546,2819.45408503,2819.44607758
