epoch,kl_loss,loss,reconstruction_loss,val_kl_loss,val_loss,val_reconstruction_loss
0,0.0411888048321,2827.69211602,2827.48617193,0.0118331861745,2821.09167258,2821.03250596
1,0.00908510544781,2820.74115109,2820.69572585,0.00617552532541,2820.28989404,2820.25901662
2,0.00523689990963,2820.22741543,2820.20123073,0.0046527764102,2819.94111155,2819.91784708
3,0.00373185424117,2819.98000108,2819.9613418,0.00388566121369,2819.75231614,2819.73288724
4,0.00274022747919,2819.78980083,2819.77609979,0.00299999850334,2819.6227468,2819.60774682
5,0.00235757508815,2819.71764127,2819.70585364,0.00222688551811,2819.55073558,2819.53960035
6,0.00198247138347,2819.64326765,2819.63335505,0.00190844471757,2819.49100374,2819.48146233
7,0.0018203150282,2819.61530059,2819.6061988,0.00174977770328,2819.46920307,2819.46045409
8,0.00163237624809,2819.57794443,2819.56978232,0.00154723714904,2819.42612002,2819.41838372
9,0.0015490347436,2819.56405376,2819.55630891,0.00146173556281,2819.41095846,2819.40364892
10,0.00143332790947,2819.54147361,2819.53430719,0.00134154365265,2819.39192412,2819.38521706
11,0.00138404655283,2819.53330257,2819.52638233,0.00129073260508,2819.38409885,2819.37764542
12,0.00131162158181,2819.51890069,2819.5123424,0.0012369723131,2819.36865232,2819.36246745
