epoch,kl_loss,loss,reconstruction_loss,val_kl_loss,val_loss,val_reconstruction_loss
0,4.61492474208,1211.45168817,1137.61289045,5.44963021522,1162.67097965,1075.47689639
1,5.6922545657,1150.52317142,1059.44709748,5.84137092685,1139.38949569,1045.92755855
2,5.82492112824,1133.59376274,1040.39502369,6.08940604011,1127.65198827,1030.22149058
3,5.88904689219,1125.14061253,1030.91586144,6.14399090573,1122.28662161,1023.98276631
4,5.92541311532,1119.45398547,1024.64737457,5.85536989651,1115.44891435,1021.76299501
5,5.9500304303,1115.56429619,1020.36380871,5.90087109005,1113.39684671,1018.98290825
6,5.97413771423,1112.67731585,1017.09111185,6.16428000512,1112.14861634,1013.52013676
7,5.99493074594,1110.15727956,1014.23838703,6.24229118655,1108.93000348,1009.05334444
8,6.01062291127,1108.22152202,1012.05155425,5.80458059071,1107.43634712,1014.56305832
9,6.02788417556,1106.68441022,1010.238263,5.90802228205,1105.22018361,1010.69182716
