epoch,kl_loss,loss,reconstruction_loss,val_kl_loss,val_loss,val_reconstruction_loss
0,50.1535931114,1165.00040702,1064.6932206,46.8992539835,1110.45152735,1016.65302148
1,46.2649609868,1099.89504048,1007.36511845,46.210492547,1093.71673018,1001.29574335
2,45.9272319931,1089.09280114,997.238337016,44.9989617814,1086.1897448,996.19181877
3,45.6709677473,1083.87190449,992.529969099,45.0313360713,1082.1133056,992.05063349
4,45.385333293,1080.43684974,989.66618311,45.7279346599,1078.40565988,986.949787908
5,45.1564516217,1077.9425544,987.629651087,45.5006526062,1077.18475514,986.183449877
6,44.9118610875,1075.84889771,986.025175426,45.8788264897,1074.92904113,983.171388954
7,44.6944387878,1074.13118361,984.742306023,43.7545521875,1073.73896169,986.229858353
8,44.3731002045,1072.35791163,983.611711149,44.7200709793,1071.1220984,981.681958966
9,43.898844151,1069.97214095,982.174452506,43.8243404137,1068.57028427,980.921602614
