epoch,kl_loss,loss,reconstruction_loss,val_kl_loss,val_loss,val_reconstruction_loss
0,19.4595741463,1328.58149497,1192.3644759,22.246801217,1259.82861454,1104.10100348
1,21.8784682762,1245.78407608,1092.63479824,21.3006537944,1237.1337576,1088.02918245
2,21.8101941116,1228.94572266,1076.27436395,21.4537499067,1223.33930668,1073.16305562
3,21.7111161645,1220.10956137,1068.13174834,21.2276207012,1217.13976063,1068.5464161
4,21.6475502394,1214.34848189,1062.81563034,21.1555800444,1211.39401556,1063.30495549
5,21.5617440068,1210.01196302,1059.07975509,21.814525354,1209.3178095,1056.61613254
6,21.4753001489,1206.52760709,1056.20050602,20.9804990704,1204.22992456,1057.36643091
7,21.3988390216,1203.73019276,1053.93831965,21.4710419626,1202.14874373,1051.85144871
8,21.3234240265,1201.41612533,1052.15215708,20.7511774969,1200.14849485,1054.89025223
9,21.2690865949,1199.63602717,1050.75242107,20.8859183183,1198.93893332,1052.73750673
