epoch,kl_loss,loss,reconstruction_loss,val_kl_loss,val_loss,val_reconstruction_loss
0,40.3254959409,1223.98961949,1103.01313154,37.5800706282,1151.67573708,1038.93552759
1,38.1610165619,1142.04441111,1027.56136138,38.1547057275,1134.80021944,1020.33610202
2,37.666256968,1130.37306293,1017.37429209,38.6109497004,1126.51073884,1010.67789104
3,37.4336250968,1124.13673619,1011.8358609,38.8408431428,1121.9479452,1005.42541559
4,37.1452885752,1119.86795341,1008.43208749,37.6461347169,1118.00142724,1005.06302166
5,36.7418609714,1115.80191233,1005.5763295,37.9700490007,1114.10141203,1000.19126672
6,36.4471439932,1112.17810707,1002.83667505,37.898062998,1111.98983918,998.295649855
7,36.343592359,1110.26081835,1001.23004131,36.6123585867,1109.28790023,999.450823963
8,36.2362985796,1108.63666034,999.927764554,34.9628097623,1108.01271003,1003.12428105
9,36.1044268171,1107.31529226,999.002011737,36.9631543075,1108.15911997,997.269657145
