epoch,kl_loss,loss,reconstruction_loss,val_kl_loss,val_loss,val_reconstruction_loss
0,5.16603778945,1060.90638499,1040.24223388,4.92077312509,1016.28894291,996.605851176
1,4.91435849712,1009.93442029,990.276986273,5.07577300932,1004.78049511,984.477402596
2,5.02747412674,1002.22352367,982.113627302,4.92137223636,997.244500551,977.559011183
3,5.0962251458,998.317455208,977.932554714,5.11571102165,995.516135562,975.053291912
4,5.11516146153,996.255592006,975.794946176,5.2111031452,997.076184452,976.231770763
5,5.15256236995,994.713790557,974.103541179,5.16019941624,994.716788459,974.075991213
6,5.16665940346,993.565401358,972.898763547,5.2815110269,991.972159646,970.846114648
7,5.20317753282,993.047455435,972.234745449,4.9580242671,990.343685951,970.511588428
8,5.21209476955,992.760711849,971.912332703,5.18236001083,990.38402816,969.654587897
