epoch,kl_loss,loss,reconstruction_loss,val_kl_loss,val_loss,val_reconstruction_loss
0,79.0586374308,1110.53406137,1031.47542394,72.4347827211,1054.21623917,981.781455537
1,69.9557355604,1046.86787168,976.912135988,70.432466664,1042.0965721,971.664106054
2,66.8876263776,1036.89611158,970.008485071,66.2687844193,1032.63705899,966.368276158
3,65.488709222,1031.3447496,965.85604047,63.1214608552,1029.91539449,966.793932993
4,65.0178582795,1028.73276373,963.714905338,64.9593369824,1027.277726,962.318389655
5,64.7045031487,1027.05626049,962.351757352,64.1159395867,1026.04307391,961.927134113
6,64.3884843053,1025.7255815,961.337097042,64.5165192448,1025.16793661,960.651416607
7,64.2223218584,1024.80039955,960.578077807,62.1040871075,1024.07874497,961.974656102
8,64.0410985214,1023.99179432,959.950695704,61.7511582438,1024.33722668,962.586068482
9,63.4916714861,1021.75930613,958.267634723,62.6747751178,1021.85474696,959.179973274
