epoch,kl_loss,loss,reconstruction_loss,val_kl_loss,val_loss,val_reconstruction_loss
0,0.434663088352,985.77591987,984.037267555,0.177231548603,933.282493649,932.573568354
1,0.132617674018,930.538371182,930.007900431,0.108529734777,929.410363068,928.976244456
2,0.0908982549693,927.663357813,927.299764735,0.0810506930593,927.155333895,926.831131735
3,0.0722077834213,926.300476659,926.011645581,0.0652948133846,925.857445461,925.596267224
4,0.0611829671728,925.482612971,925.237881092,0.0562224668993,925.200785742,924.975895664
5,0.0536044338101,924.924503916,924.710086108,0.0499826489405,924.673832515,924.473902683
6,0.048046222622,924.511770289,924.319585479,0.0452472042284,924.316838046,924.135848606
7,0.0437822817511,923.857435809,923.682306719,0.0415932913113,923.879848662,923.713475212
8,0.0409472161187,923.684983105,923.521194194,0.0390462094287,923.726927979,923.570742393
9,0.0390271544317,923.388163635,923.232055014,0.0379031763476,923.560355126,923.408741597
10,0.0380282869167,923.237785352,923.085672203,0.0374744102879,923.440549803,923.290651066
11,0.0375279907734,923.161613097,923.011501137,0.037257070386,923.372446447,923.223418604
12,0.0372092687515,923.14088836,922.992051292,0.0369572698808,923.353096948,923.20526781
13,0.0369594412069,923.103702535,922.955864737,0.0368535543488,923.324377629,923.176963035
14,0.0368342892266,923.084393405,922.937056182,0.0368083331598,923.310076847,923.162843266
15,0.036772200917,923.074486472,922.927397636,0.0367838485227,923.303151148,923.156015903
16,0.0367416694912,923.069390802,922.922424146,0.0367605274044,923.300045284,923.153003458
17,0.0367267385469,923.066770739,922.919863844,0.0367394147897,923.298734854,923.151776581
18,0.036719002192,923.065434824,922.918558765,0.0367215854533,923.298146414,923.151260426
19,0.0367117915823,923.065067982,922.918220693,0.0367159744215,923.297819904,923.150955542
