epoch,loss,val_loss
0,84.9301584355,74.9700860374
1,74.3973813843,71.7535201002
2,71.2303506208,69.2910599516
3,69.4353772784,68.0695901447
4,68.4978168465,67.3306669022
5,67.8615615296,66.7527171098
6,67.3253952082,66.3065469817
7,66.8940456681,65.9492027143
8,66.5509967222,65.6750463688
9,66.2826606358,65.4875437838
10,66.1141820865,65.3065175431
11,65.9535794572,65.1538145631
12,65.846401054,65.0483790632
13,65.7358602712,64.959363852
14,65.6677813213,64.8892434418
