epoch,kl_loss,loss,reconstruction_loss,val_kl_loss,val_loss,val_reconstruction_loss
0,0.779721210585,942.940498012,942.160776767,0.26734156486,921.140674253,920.873334014
1,0.208627232456,919.789928722,919.581301515,0.168844671118,918.909581171,918.74073691
2,0.14692034897,918.408695827,918.261775491,0.129472999407,918.051509756,917.922037
3,0.117369276597,917.718318443,917.600949162,0.10746896972,917.555559704,917.448090963
4,0.102900566043,917.021788334,916.918887813,0.0990244036967,917.008770598,916.909747326
5,0.0937766071902,916.83532949,916.741552895,0.0906621505538,916.847770496,916.757107182
6,0.0884539499111,916.557675192,916.469221247,0.0874599982063,916.651558166,916.564098572
7,0.0858996196474,916.418694922,916.332795279,0.0856949026806,916.552650607,916.46695497
8,0.0846449351408,916.349160344,916.264515448,0.0845418120949,916.489818592,916.405276557
9,0.0837523134619,916.329857685,916.24610547,0.0836149322058,916.471651419,916.388038046
10,0.0830874035366,916.296050168,916.21296278,0.0831141810954,916.447766531,916.364651861
11,0.0827612707512,916.278618665,916.195857475,0.082840097979,916.435669507,916.352830244
12,0.0826000411639,916.269770222,916.18717019,0.0826670545441,916.429647523,916.346980595
13,0.0825194759596,916.265264093,916.182744631,0.0825758712196,916.42641761,916.343842566
14,0.0824807253277,916.262958984,916.180478253,0.0825358799655,916.424716001,916.342180448
15,0.0824642299414,916.261784289,916.179320028,0.0825171129098,916.423824694,916.341308933
16,0.0824516986897,916.261451377,916.178999662,0.082505522132,916.423502336,916.340997455
17,0.0824418807302,916.26115644,916.178714517,0.0824964718977,916.423200268,916.340703986
