epoch,kl_loss,loss,reconstruction_loss,val_kl_loss,val_loss,val_reconstruction_loss
0,60.118121977,2834.36957656,2714.13333271,63.7924491987,2622.62438857,2495.03948736
1,63.5492618228,2588.87311323,2461.77458972,62.580443654,2561.98007567,2436.81918635
2,63.8347303918,2549.28112587,2421.61166504,63.7656077566,2537.37936665,2409.84814571
3,63.9224419661,2529.48135928,2401.63647548,61.5603923334,2521.60472872,2398.48394941
4,63.9596240743,2516.88166094,2388.96241245,63.2858376659,2510.12646282,2383.55478721
5,64.003273462,2508.06437589,2380.05782905,64.2014099583,2503.66679992,2375.26398193
6,63.9813534109,2501.21140166,2373.2486952,60.727504923,2498.28194409,2376.82693605
7,63.9681718905,2495.73710057,2367.80075655,64.6462222963,2493.67161845,2364.37917554
8,63.9557665798,2491.27826736,2363.36673444,63.481598757,2489.60141762,2362.63822049
9,63.9562450469,2487.60174431,2359.68925449,65.0517146321,2485.14936767,2355.045936
