epoch,kl_loss,loss,reconstruction_loss,val_kl_loss,val_loss,val_reconstruction_loss
0,1.08341761964,2916.83796869,2912.5042982,0.886172916036,2905.0507388,2901.50604719
1,0.855767709622,2904.24861068,2900.82553996,0.884651338325,2903.99947607,2900.46087111
2,0.871028641101,2903.77192565,2900.28781142,0.863548751622,2903.69352904,2900.23933437
3,0.911742561007,2903.22173253,2899.57476261,0.906855574051,2903.11977767,2899.49235513
4,0.98133202702,2903.00211064,2899.07678244,1.04195726035,2903.00052609,2898.83269731
5,1.01395243887,2902.74912289,2898.69331319,1.00813230948,2902.76737326,2898.73484449
6,1.02752066602,2902.58559231,2898.47550954,1.03139902739,2902.6264361,2898.50084071
7,1.03572985021,2902.51127034,2898.36835069,1.02183531908,2902.59342706,2898.5060866
8,1.0386954924,2902.48419094,2898.32940871,1.04689154042,2902.5532104,2898.36564418
9,1.04090214203,2902.44811037,2898.28450176,1.03663422875,2902.5250793,2898.37854203
