epoch,kl_loss,loss,reconstruction_loss,val_kl_loss,val_loss,val_reconstruction_loss
0,28.0827621213,1049.33179233,937.000742432,30.0122982558,983.337352939,863.288159615
1,30.5646002347,972.572084831,850.31368304,30.3782377374,965.697438984,844.184486785
2,30.6519690243,959.693444169,837.085566602,30.071032185,954.606710213,834.322580186
3,30.6904911507,952.602350043,829.84038358,30.1272345312,949.844305794,829.335366203
4,30.6851122782,947.877609114,825.137158369,31.6507530372,945.853511554,819.250497923
5,30.6477273813,944.327732496,821.736821268,31.2647841547,944.069836721,819.01069883
6,30.6561453719,941.824417968,819.199834779,30.6679651577,939.983791479,817.311929714
7,30.620787782,939.684011779,817.200858506,30.7884647912,938.206060363,815.052198503
8,30.5989002781,937.926029284,815.530426386,30.4249080663,936.492437746,814.792802659
9,30.5882349819,936.518333954,814.165392153,30.3343693868,935.523309161,814.185830768
