epoch,kl_loss,loss,reconstruction_loss,val_kl_loss,val_loss,val_reconstruction_loss
0,29.1195438303,1264.30764454,1147.82946919,30.1348059148,1190.89029313,1070.35106898
1,29.3667061891,1177.84257155,1060.375747,28.4621234425,1168.13595681,1054.28746532
2,29.0397184528,1163.70528341,1047.5464099,28.910710086,1159.18714646,1043.54430571
3,28.9004554542,1156.39492003,1040.79309841,28.8849110401,1153.09803106,1037.55838644
4,28.8351550057,1151.69432982,1036.35370999,28.9722408687,1149.24062824,1033.35166224
5,28.7604427393,1148.19845786,1033.15668678,29.018762529,1147.24203712,1031.16698584
6,28.7256006137,1145.74127589,1030.83887342,28.7290205388,1144.99634793,1030.08026357
7,28.6693845314,1143.65075962,1028.97322147,28.7896809552,1143.55405593,1028.39533034
8,28.6573693071,1141.95103386,1027.32155641,28.9906643648,1141.71191254,1025.7492541
9,28.6052804501,1140.37026095,1025.94913912,29.1010561717,1139.28759815,1022.88337344
