epoch,kl_loss,loss,reconstruction_loss,val_kl_loss,val_loss,val_reconstruction_loss
0,0.104464872888,970.128632398,966.785756385,0.0910366194047,936.078409433,933.165236804
1,0.04272923047,928.975375996,927.608040656,0.0629480892688,927.556450839,925.542111893
2,0.0336186927837,924.137781235,923.061983027,0.0500261837721,924.111267547,922.510429572
3,0.0287483446734,921.933264713,921.01331769,0.0415345930817,922.280492277,920.951384968
4,0.0256326217349,920.545485798,919.725241723,0.0342392994481,920.762682326,919.667024724
