epoch,kl_loss,loss,reconstruction_loss,val_kl_loss,val_loss,val_reconstruction_loss
0,4.46738824616,375.740304362,371.272916175,0.105929351747,365.6305896,365.524659119
1,0.0836640336778,366.323541667,366.239877574,0.0720120373368,364.261822205,364.189810181
2,0.0777060929106,365.021063707,364.943358036,0.0898939692974,363.819305725,363.729411316
3,0.0844885927439,364.247028232,364.162539537,0.0996762484312,363.340804443,363.241130676
4,0.106970049077,363.797226596,363.690256822,0.111815465689,363.122624207,363.01080719
5,0.116108164026,363.318753035,363.202644992,0.117284156382,362.873851929,362.756567383
6,0.118059398979,363.057300856,362.939241503,0.114219706655,362.617602234,362.503383484
7,0.117050748434,362.812111325,362.695060764,0.115966898501,362.526777344,362.410812073
8,0.111849583934,362.628631422,362.516782091,0.111104716361,362.696999512,362.585896301
9,0.11019556029,362.535662587,362.425466749,0.106960027814,362.452495728,362.345535583
10,0.10646525941,362.45446267,362.347997487,0.106381747127,362.386638184,362.280257263
11,0.105566409098,362.399507345,362.293940701,0.104529645145,362.503283691,362.398754272
12,0.105216131492,362.309429016,362.204212765,0.105749609768,362.453335266,362.347584839
13,0.10501246151,362.341053162,362.236040683,0.105986507237,362.516956177,362.410969543
14,0.104565586713,362.29443868,362.18987325,0.106515554786,362.352311707,362.245796204
15,0.104710422241,362.266725243,362.162014686,0.106688877344,362.466022339,362.359333191
