epoch,kl_loss,loss,reconstruction_loss,val_kl_loss,val_loss,val_reconstruction_loss
0,1.01537952771,759.807458052,757.776700179,0.54100099514,735.240216866,734.158217139
1,0.508189725239,732.167537643,731.151159251,0.38859719199,730.20905365,729.431860139
2,0.412241714976,728.943332825,728.118850726,0.382036365299,727.972286591,727.208215318
3,0.359241157281,727.292131691,726.573650313,0.378992738631,726.852525042,726.094540933
4,0.324833937807,726.240278241,725.590611758,0.347234039315,725.9809714,725.286503815
5,0.300891291338,725.488779886,724.886998885,0.302495678106,725.292044936,724.687054524
6,0.283192186421,724.929831851,724.363448828,0.288140981174,724.903601391,724.327320111
7,0.269774217687,724.496283457,723.956736339,0.283237270537,724.426224679,723.859749875
8,0.259242855033,724.141988908,723.623504497,0.275129572589,724.035181569,723.484923363
9,0.250697639987,723.846249493,723.344855617,0.243568189614,723.814921769,723.327787725
10,0.235153402884,723.410518359,722.940212396,0.257632434747,723.330919853,722.815656807
11,0.231224848496,723.233465698,722.771017272,0.234249218168,723.201762362,722.733265731
12,0.220660357762,722.961695982,722.520376885,0.227716099366,722.937055477,722.481624685
13,0.219323314947,722.857337433,722.418692091,0.224133537524,722.8085376,722.360272652
14,0.211837790502,722.676500275,722.252825653,0.237010966663,722.682010011,722.207989821
15,0.211130806275,722.612945498,722.190684944,0.224243653495,722.639966814,722.191480369
16,0.205325281318,722.488486763,722.077837146,0.205437320327,722.552239465,722.14136558
17,0.204947264121,722.445560256,722.035667077,0.21151792823,722.511297162,722.088262831
18,0.200678952827,722.360733093,721.959376537,0.215595643499,722.41006397,721.978873736
19,0.200583298711,722.332294013,721.931128521,0.204976695524,722.387973547,721.978019889
20,0.197318958547,722.270680235,721.876043492,0.198178908742,722.390498528,721.994142771
21,0.19723648643,722.250801946,721.85633037,0.201948510878,722.339146219,721.935250329
22,0.194919550003,722.207986439,721.818148698,0.193803264766,722.325683123,721.938077799
23,0.194754797491,722.193214092,721.803705666,0.204193220648,722.300691808,721.89230474
