epoch,kl_loss,loss,reconstruction_loss,val_kl_loss,val_loss,val_reconstruction_loss
0,35.7266975815,1245.94703361,1138.76694072,37.3206279005,1169.13479921,1057.17291476
1,35.1804130791,1156.32427346,1050.78303409,36.2384937667,1147.38371218,1038.6682315
2,34.4187012245,1140.12583833,1036.86973468,33.6270637712,1134.79385814,1033.91266844
3,33.9035121233,1131.42175127,1029.71121498,33.64382989,1127.40099643,1026.46950772
4,33.6005460554,1125.7628285,1024.96119035,34.2064763738,1123.29558723,1020.6761566
5,33.4269345337,1121.68601555,1021.40521194,34.0813583357,1119.14406576,1016.89998969
6,33.2773467823,1118.50860196,1018.67656161,33.6719202049,1117.21851075,1016.20274816
7,33.2029266381,1116.16535991,1016.5565801,33.5621362422,1117.77630617,1017.08989958
8,33.169510884,1113.17735439,1013.66882178,33.1622898203,1112.81264815,1013.32577854
9,33.1313702961,1112.13423722,1012.74012632,33.3870728925,1111.3031814,1011.14196236
