epoch,kl_loss,loss,reconstruction_loss,val_kl_loss,val_loss,val_reconstruction_loss
0,6.20015740012,1053.18163352,1034.58116151,6.28982141915,1013.42747397,994.558010067
1,5.64631829827,1001.40034583,984.461390845,5.74860491921,999.714165228,982.4683505
2,5.71406139972,992.123764305,974.981580303,5.89621273539,992.241967366,974.553328925
3,5.69017123741,988.656941859,971.586428241,5.84280031189,989.430518883,971.902118432
4,5.690198985,986.817562009,969.74696502,5.7417778909,986.812005731,969.586671694
5,5.66632232891,985.307658802,968.308691853,5.47781466032,984.544659708,968.111216828
6,5.70387252952,984.932922929,967.821305333,5.91853464397,985.887626478,968.132023423
7,5.72551656041,984.325744069,967.149194352,5.76586215205,982.66214008,965.364552511
8,5.79150620172,984.476400025,967.101881487,5.60707556049,982.371057166,965.549830396
9,5.79604130946,984.05107348,966.662949651,5.95620968434,986.446575431,968.577947313
