epoch,kl_loss,loss,reconstruction_loss,val_kl_loss,val_loss,val_reconstruction_loss
0,0.92600936668,779.20750003,775.503463675,0.25491724208,736.067527724,735.047858645
1,0.258601656902,733.436392131,732.40198666,0.177064895016,730.9958382,730.287579827
2,0.207088594666,729.958225069,729.12987197,0.147483195199,728.714013978,728.124082193
3,0.181614172206,728.139225195,727.412769702,0.142096421811,727.321565971,726.753182056
4,0.16578438061,726.977153346,726.314016952,0.137691819769,726.430116578,725.879350813
5,0.154900526619,726.142459255,725.522858285,0.123594134718,725.647215977,725.152841533
6,0.146561372341,725.505898263,724.919653788,0.127699847841,725.197051467,724.686252763
7,0.140052056166,725.008778548,724.448571739,0.126740958509,724.708355107,724.201392627
8,0.135081416201,724.603986946,724.063662602,0.131465013098,724.36661358,723.840754346
9,0.131018396003,724.267539779,723.743467252,0.12086738224,724.048379363,723.56491054
10,0.127771822783,723.983138085,723.472052369,0.123143732213,723.824649735,723.332075724
11,0.120015407072,723.537924044,723.057863934,0.114607864648,723.44146828,722.983037635
12,0.119322017067,723.370344526,722.893057587,0.115109844162,723.252361984,722.791922976
