epoch,kl_loss,loss,reconstruction_loss,val_kl_loss,val_loss,val_reconstruction_loss
0,0.734977534552,2340.41428226,2334.53446203,0.365010317561,2251.57184311,2248.65175683
1,0.301611329071,2241.26328898,2238.8503984,0.237047910347,2233.05377037,2231.15739111
2,0.246820466717,2228.10493276,2226.13036951,0.175919991411,2223.99095645,2222.58359599
3,0.216552726498,2221.33406108,2219.60163919,0.182498440853,2218.76227211,2217.30227984
4,0.199284451802,2217.15316557,2215.55888996,0.18383141827,2215.89566798,2214.42501983
5,0.188116018898,2214.29222111,2212.78729291,0.201124893138,2213.50550031,2211.89649617
6,0.179928503949,2212.1677486,2210.72832059,0.186074899634,2211.5040737,2210.01547343
7,0.173685793452,2210.50741759,2209.1179308,0.16214342158,2210.4184503,2209.12130312
8,0.169332598177,2209.16669974,2207.81203908,0.163106236661,2208.76491824,2207.46007266
9,0.165493015215,2208.06144739,2206.73750301,0.193969969299,2207.65686453,2206.10510772
10,0.162058018876,2207.11448061,2205.81801631,0.171803899956,2206.95504534,2205.5806096
11,0.159061362765,2206.29287821,2205.02038796,0.163984205456,2206.59827505,2205.28639615
12,0.156300026599,2205.56959095,2204.31919062,0.174715436953,2205.43444692,2204.0367266
13,0.153834442071,2204.92196713,2203.69129166,0.167232083406,2205.06258914,2203.72473454
14,0.151391232819,2204.35296728,2203.14183729,0.147166547039,2204.53873994,2203.36140376
