epoch,kl_loss,loss,reconstruction_loss,val_kl_loss,val_loss,val_reconstruction_loss
0,2.36729544102,988.629575683,983.894984961,1.65142876526,940.447755272,937.144898063
1,1.28820424375,936.658783222,934.08237478,1.27441525135,933.13697865,930.588147814
2,0.973221688751,932.400530451,930.454087042,0.845158039042,930.278317387,928.588001594
3,0.750023828417,930.191126827,928.691079156,0.679190553328,928.701009498,927.342628993
4,0.587145609694,928.680449331,927.506158062,0.468981843808,927.380020588,926.442057263
