epoch,kl_loss,loss,reconstruction_loss,val_kl_loss,val_loss,val_reconstruction_loss
0,26.2357988579,1293.72570457,1162.54671035,24.9138793147,1228.3542573,1103.78486106
1,26.9314730467,1213.99760458,1079.34023911,26.4778830932,1204.66781558,1072.2784006
2,26.5099046725,1197.89358247,1065.34405906,25.5246736538,1193.28119882,1065.65783067
3,26.075482683,1188.73556557,1058.35815217,25.4614328015,1184.3802365,1057.07307117
4,25.7739303723,1182.58840634,1053.7187545,25.600774999,1179.0487574,1051.04488142
5,25.5609272764,1178.02251159,1050.21787512,24.6136681663,1176.06637679,1052.99803691
6,25.3653767534,1174.38890593,1047.56202224,25.1428700444,1172.33175426,1046.61740562
7,25.2256061638,1171.50151632,1045.37348551,24.931019607,1169.46902956,1044.81393424
8,25.1378689598,1168.88305453,1043.19370985,26.2983519265,1167.51584372,1036.02408557
9,24.9941761247,1165.87045109,1040.89957029,24.8745792223,1164.87110983,1040.49821446
