epoch,kl_loss,loss,reconstruction_loss,val_kl_loss,val_loss,val_reconstruction_loss
0,0.450074980838,370.092929365,369.642854241,0.0671686321497,364.908085632,364.840915833
1,0.0984492379261,365.654869554,365.556420186,0.117407526672,363.771881714,363.654473572
2,0.230461953746,364.572478468,364.342016313,0.365782330036,363.804134216,363.43835144
3,0.753524533212,363.70809277,362.954568329,1.03383579433,363.105385742,362.071549683
4,1.48606193446,362.978084886,361.492022976,1.63823117495,362.873626099,361.235394592
5,1.95971177661,362.500533142,360.540821448,1.9041903913,362.688776245,360.784585266
6,2.19418726093,362.03450375,359.840316569,2.12773636937,362.501063232,360.373327026
7,2.46413794219,361.787165527,359.323027581,2.34348983765,362.39230072,360.048811951
8,2.70601736009,361.501090393,358.795073293,2.49687925577,362.694521484,360.197640381
9,2.85275349789,361.344553274,358.491799774,2.68214948654,362.343096008,359.66094696
10,3.03993693146,361.261445838,358.221508942,2.76462923765,362.2995224,359.534892578
11,3.14141074896,361.17234336,358.030932821,2.91922486067,362.273840637,359.354616089
12,3.2286768696,361.013227946,357.784551137,2.90496084213,362.322833252,359.417871094
13,3.23268640101,360.885417921,357.652731849,2.87280742884,362.122095947,359.24928833
14,3.25260274543,360.962000105,357.709397397,2.95214151144,362.398399353,359.446258545
15,3.29433218453,360.865176222,357.570844031,2.93134424925,362.449736938,359.518392029
