epoch,kl_loss,loss,reconstruction_loss,val_kl_loss,val_loss,val_reconstruction_loss
0,39.1893314241,1181.53409372,1103.15543092,38.5341022236,1120.14659444,1043.0783911
1,38.5182257807,1109.42242886,1032.38597736,39.0372514309,1100.95930241,1022.88479815
2,38.1369841869,1096.34095208,1020.06698368,38.1374819606,1092.82430262,1016.54933883
3,38.0035017733,1089.3447442,1013.33774053,37.9441179999,1086.41128188,1010.52304518
4,37.9476215345,1084.66434075,1008.76909762,38.0080381281,1084.39108055,1008.37500717
5,37.9001435496,1081.22010858,1005.41982144,37.5625942016,1080.66047182,1005.53528462
6,37.8816069984,1078.58111675,1002.81790262,37.7970821032,1077.64838832,1002.05422497
7,37.8846829743,1076.49313377,1000.72376793,37.4146288237,1076.76213396,1001.93287613
8,37.8655909529,1074.71459376,998.983412033,38.0555638166,1073.5587649,997.447638176
9,37.8898360499,1073.28793108,997.508258849,37.0706307882,1072.72509847,998.583837935
