epoch,kl_loss,loss,reconstruction_loss,val_kl_loss,val_loss,val_reconstruction_loss
0,0.0541251801343,2830.50924165,2830.34686665,0.0168206994737,2821.18296052,2821.13249975
1,0.0125444959212,2820.807404,2820.76977054,0.00771298883357,2820.29214425,2820.26900518
2,0.00753024387833,2820.22783761,2820.20524728,0.00519308689057,2819.87604505,2819.86046557
3,0.00555327359431,2819.9874442,2819.97078452,0.00443451963023,2819.72398518,2819.71068184
4,0.0042215896827,2819.81064262,2819.79797764,0.00364330724836,2819.61188383,2819.60095469
5,0.00374389259853,2819.74826533,2819.73703361,0.00325299719281,2819.56888407,2819.55912613
6,0.00340377006586,2819.7051249,2819.69491346,0.00298049736795,2819.52484793,2819.51590719
7,0.00297196220839,2819.64572786,2819.63681192,0.0028270180846,2819.49549881,2819.48701837
8,0.00279114702769,2819.62474339,2819.61637001,0.00275364627597,2819.48521179,2819.47695157
9,0.00254735964961,2819.59114189,2819.58349997,0.00255836074426,2819.43783788,2819.43016373
10,0.00244440872954,2819.57955461,2819.57222139,0.00244316106287,2819.42600498,2819.41867336
11,0.0022943282838,2819.55858417,2819.55170133,0.00228615362109,2819.41102027,2819.40416166
12,0.00222792070699,2819.55146504,2819.54478153,0.00217315029526,2819.40409298,2819.39757295
