epoch,kl_loss,loss,reconstruction_loss,val_kl_loss,val_loss,val_reconstruction_loss
0,0.0222923617091,2373.51454927,2362.10085976,0.00885779965035,2276.36009512,2271.82489712
1,0.0118140516769,2264.45978232,2258.41098794,0.00847272960666,2253.22983806,2248.8918013
2,0.0100184903563,2247.95317399,2242.82370677,0.00890203621281,2242.37202341,2237.81418506
3,0.0090954653162,2238.63346356,2233.97658533,0.00891481969622,2235.2708347,2230.70644762
4,0.00851728093458,2232.46527581,2228.10442766,0.00888361394716,2230.70830127,2226.15989558
5,0.0081489886819,2228.15134758,2223.97906509,0.00843962860769,2226.73186166,2222.41077545
6,0.00783609042396,2224.95039875,2220.93832023,0.00790337210166,2224.19458228,2220.14805699
7,0.00756571857055,2222.53517486,2218.6615267,0.00813039092204,2222.33485885,2218.17209726
8,0.00733176350865,2220.60986421,2216.85600124,0.00797010950787,2220.77122974,2216.69052859
9,0.0071367239506,2219.00099791,2215.34699529,0.00804118904776,2219.83512081,2215.71803521
10,0.00695250126863,2217.65374382,2214.09406298,0.00769524554332,2218.46119017,2214.52122829
11,0.00678983737801,2216.48276373,2213.00636731,0.00733923490689,2217.23759465,2213.47990726
12,0.00664397580015,2215.47174933,2212.07003355,0.00670999445394,2215.80324862,2212.36772759
13,0.00651659786687,2214.57794671,2211.24144818,0.0066610850738,2215.36282793,2211.95234921
14,0.00640241795474,2213.7930638,2210.5150259,0.00657182843364,2214.94469399,2211.57991457
