epoch,kl_loss,loss,reconstruction_loss,val_kl_loss,val_loss,val_reconstruction_loss
0,0.203733767751,2343.59159711,2337.07211655,0.12051622513,2258.73442876,2254.87790851
1,0.0938898378191,2246.93889041,2243.93441579,0.0822636437778,2238.48893724,2235.85649898
2,0.0791313934106,2233.03802281,2230.50581806,0.0659480236387,2228.76273312,2226.65239562
3,0.0706329962109,2225.53923183,2223.27897542,0.0571994944148,2222.48803585,2220.65765256
4,0.0652657213157,2220.7179428,2218.62943966,0.0554903306657,2218.66190499,2216.88621362
5,0.0617941222553,2217.34923252,2215.37182068,0.0521245706337,2215.87211205,2214.20412696
6,0.0593505697996,2214.90468567,2213.00546726,0.0510860617571,2213.84271117,2212.207955
7,0.0573626919438,2213.05055814,2211.21495247,0.0476425901729,2212.05535969,2210.53079255
8,0.0557494349349,2211.57047442,2209.78649222,0.0459144237086,2210.64470473,2209.17544828
9,0.0543798003065,2210.35007469,2208.60992098,0.0446821110667,2209.76190928,2208.3320791
10,0.0531919141449,2209.32136651,2207.61922513,0.0465493230469,2208.60133242,2207.11175209
11,0.0521321389672,2208.44579716,2206.77756904,0.0437323135239,2207.96792177,2206.56848537
12,0.0512924569622,2207.66600663,2206.02464773,0.0389838898574,2207.33065868,2206.08317602
13,0.0505360609327,2206.98558444,2205.36843017,0.035598576535,2206.6875786,2205.54842723
14,0.0498213097391,2206.38058236,2204.78630034,0.0393758976121,2205.69348139,2204.43345358
