epoch,kl_loss,loss,reconstruction_loss,val_kl_loss,val_loss,val_reconstruction_loss
0,0.552108363128,370.459933353,369.907824944,0.061593324244,364.972810974,364.911217041
1,0.188353139261,365.613090939,365.424737566,0.352481634319,364.003319702,363.650836182
2,0.702713199357,364.345589447,363.642876333,0.899796381593,363.322636719,362.422842102
3,1.22121703257,363.338199531,362.116982151,1.18252528906,363.238750916,362.056224365
4,1.373188843,362.719870639,361.346682112,1.31003592908,362.046608887,360.736573486
5,1.47520314011,362.326257341,360.851054128,1.37341962457,362.30744873,360.934029846
6,1.51220472604,361.937130313,360.424925503,1.39230089188,361.398332214,360.006031494
7,1.55488303032,361.738063592,360.183180728,1.4440512383,361.68416626,360.240114441
8,1.5865575147,361.510544281,359.923986799,1.46975719929,361.562789307,360.093032227
9,1.60520035671,361.252679867,359.647479282,1.43843861043,361.259012756,359.820573425
10,1.61317907386,361.163143921,359.549964752,1.49963486314,361.393138428,359.893502502
11,1.63437055926,361.179125926,359.544755249,1.49867461324,361.591616211,360.092940674
12,1.644145318,361.128437737,359.484292196,1.49929870844,361.105943604,359.606645508
13,1.65182816244,361.040864292,359.389035865,1.49861809492,361.349605713,359.850988159
14,1.66128968332,361.054482829,359.393193461,1.53142183781,361.003507996,359.472086487
15,1.66734049148,361.063996972,359.396656359,1.51889575362,361.277888489,359.75899292
