epoch,kl_loss,loss,reconstruction_loss,val_kl_loss,val_loss,val_reconstruction_loss
0,38.987907628,979.397446625,901.421630916,42.3450634625,908.927774953,824.237646952
1,40.3655186304,897.905056381,817.174017883,40.2486984021,889.98233095,809.484934574
2,40.0920304902,885.651605752,805.467543167,40.2008318011,882.106719587,801.705053934
3,39.9913545626,879.349868213,799.367157503,41.827248936,876.970379492,793.31588131
4,39.9398867854,875.425832805,795.54605746,39.0432980264,873.250054348,795.163455184
5,39.9028685213,872.675377308,792.869638536,39.1538493146,870.731577141,792.423876518
6,39.8463719363,870.547400304,790.854654179,40.5873716394,869.069009362,787.894264617
7,39.8511211338,868.999939864,789.29769539,40.8662337795,867.966344089,786.233874519
8,39.8059189697,867.600476626,787.98863697,40.6155949493,867.386993908,786.155802238
9,39.8221922439,866.510254987,786.865868466,38.5228887477,865.883892676,788.83811311
