epoch,kl_loss,loss,reconstruction_loss,val_kl_loss,val_loss,val_reconstruction_loss
0,0.321951713072,2912.65569973,2912.33374795,0.0,2922.45283303,2922.45283303
1,-0.0,2910.30397783,2910.30397783,0.0,2924.41079078,2924.41079078
2,-0.0,2910.01289157,2910.01289157,0.0,2923.96122175,2923.96122175
3,-0.0,2909.87171991,2909.87171991,0.0,2920.28834891,2920.28834891
4,-0.0,2909.79681266,2909.79681266,0.0,2920.79444988,2920.79444988
5,-0.0,2909.72795901,2909.72795901,0.0,2922.21990475,2922.21990475
6,-0.0,2909.68867522,2909.68867522,0.0,2927.86307155,2927.86307155
7,-0.0,2906.49818118,2906.49818118,0.0,2919.04914081,2919.04914081
8,-0.0,2906.462315,2906.462315,0.0,2916.10013165,2916.10013165
9,-0.0,2906.46138965,2906.46138965,0.0,2918.66181416,2918.66181416
10,-0.0,2906.44367201,2906.44367201,0.0,2922.57622244,2922.57622244
11,-0.0,2906.43507395,2906.43507395,0.0,2916.86020342,2916.86020342
12,-0.0,2906.09868403,2906.09868403,0.0,2922.13494714,2922.13494714
13,-0.0,2906.07921765,2906.07921765,0.0,2921.13334004,2921.13334004
14,-0.0,2906.05420105,2906.05420105,0.0,2916.99436766,2916.99436766
15,-0.0,2906.05258817,2906.05258817,0.0,2916.451275,2916.451275
