epoch,kl_loss,loss,reconstruction_loss,val_kl_loss,val_loss,val_reconstruction_loss
0,21.1918100847,1103.4369148,1082.24510468,6.52120622002,982.31398668,975.792779244
1,8.81486985919,976.611976662,967.79710673,8.22056918208,969.656369887,961.435802192
2,6.65331413052,964.050048886,957.396734923,6.12515805295,958.88651881,952.761360822
3,5.69102200457,954.937094374,949.246072316,4.98018678419,950.14786596,945.167680011
4,5.08729188573,948.4064175,943.319125616,4.44334738071,945.562595888,941.119248593
5,4.5971807541,944.434025669,939.83684494,3.64764583922,941.690745018,938.043098393
6,4.18055276146,941.647082432,937.466529669,3.26656012162,939.444483179,936.177923139
7,3.83652389883,939.542531928,935.706008064,2.91282396876,937.388720378,934.475896449
8,3.56798437731,937.971297289,934.403312941,2.71628907687,936.031586414,933.31529899
9,3.33147048725,936.691786124,933.360315391,2.73620587199,935.06122293,932.325017704
