epoch,kl_loss,loss,reconstruction_loss,val_kl_loss,val_loss,val_reconstruction_loss
0,53.0104403327,1148.28999621,1095.27955575,50.9137098608,1087.01151005,1036.09780154
1,52.0504265122,1075.21090125,1023.16047479,52.8026571786,1067.60313682,1014.80048101
2,51.5695473744,1061.1116035,1009.54205614,52.0138682846,1057.24440481,1005.23053679
3,51.3442015742,1053.1768019,1001.83260023,51.2378221229,1049.60741131,998.369587404
4,51.249548617,1047.91307267,996.66352399,51.1043589428,1044.7522907,993.647931195
5,51.2222466221,1044.20614984,992.98390309,51.9009779537,1042.66912379,990.768146569
6,51.2436382542,1041.42018846,990.176549917,50.7525739624,1040.19515798,989.442585423
7,51.2050056421,1039.06848133,987.86347567,49.7216200125,1037.68279091,987.96116931
8,51.2213010236,1037.17143715,985.950136073,49.6470333495,1036.39896037,986.751925537
9,51.2469793905,1035.6181788,984.371199211,50.2759137101,1034.29976301,984.023847259
