epoch,kl_loss,loss,reconstruction_loss,val_kl_loss,val_loss,val_reconstruction_loss
0,0.581814855437,2897.08281268,2895.33736827,0.691985146203,2899.67985409,2897.60389666
1,0.863614398852,2893.5373724,2890.94652902,0.983956770271,2898.16631028,2895.21444035
2,1.07455531257,2892.90892429,2889.68525813,1.1301443058,2898.31635954,2894.92592652
3,1.15792608457,2892.47644589,2889.00266803,1.16991068364,2897.40683352,2893.89710188
4,1.15019849809,2891.87339089,2888.42279542,1.14379772154,2897.12555359,2893.69416045
5,1.15774765211,2891.70950353,2888.23626081,1.15884126775,2897.19017452,2893.71365054
6,1.16163048425,2891.58012787,2888.09523694,1.12293434875,2897.07611797,2893.70731387
7,1.16652372836,2891.52772056,2888.02814962,1.20436413747,2896.92622446,2893.31313087
8,1.14481873225,2890.55907298,2887.12461707,1.15672260703,2896.07504959,2892.60487989
9,1.15578337443,2890.47012023,2887.00276975,1.15188673001,2896.0361093,2892.58044737
