epoch,kl_loss,loss,reconstruction_loss,val_kl_loss,val_loss,val_reconstruction_loss
0,4.04677026876,967.295164743,963.24839434,3.02024174497,929.260064894,926.239821862
1,2.65482542236,925.832980835,923.178155353,2.38210391396,924.661091668,922.278988371
2,2.20797112282,922.493772508,920.285801452,2.24899020848,922.115068893,919.866079476
3,1.86697784546,920.634806434,918.767828525,1.71857294991,920.491470191,918.772897711
4,1.57719779698,919.346944793,917.769746921,1.4543794585,919.299268163,917.844888259
